package|author|rank.a|rank.m|n.roles|total.authors|total.roles|total.extra|total.extra2|cph
nmslibR|L. Boytsov|3|NA|1|6|8|0|0|1
nmslibR|Yu. Malkov|4|NA|1|6|8|0|0|1
nmslibR|B. Frederickson|5|NA|1|6|8|0|0|1
nmslibR|D. Novak|6|NA|1|6|8|0|0|1
rapidjsonr|David Cooley|1|1|3|3|5|0|0|0
rapidjsonr|Milo Yip|2|NA|1|3|5|0|0|0
rapidjsonr|Alexander Chemeris|3|NA|1|3|5|0|0|0
rcdklibs|Rajarshi Guha [aut] Zachary Charlop-Powers [cre] CDK Project [ctb|1|NA|1|3|3|0|0|0
rcdklibs|cph]   rcdklibs author details|2|NA|1|3|3|0|0|0
rcdklibs|Zachary Charlop-Powers|NA|1|1|3|3|0|0|0
rgeopat2|Jakub Nowosad|1|1|3|2|4|0|0|0
rgeopat2|Space Informatics Lab|2|NA|1|2|4|0|0|1
robust|Jiahui Wang|1|NA|1|12|12|0|0|0
robust|Ruben Zamar|2|NA|1|12|12|0|0|0
robust|Alfio Marazzi|3|NA|1|12|12|0|0|0
robust|Victor Yohai|4|NA|1|12|12|0|0|0
robust|Matias Salibian-Barrera|5|NA|1|12|12|0|0|0
robust|Ricardo Maronna|6|NA|1|12|12|0|0|0
robust|Eric Zivot|7|NA|1|12|12|0|0|0
robust|David Rocke|8|NA|1|12|12|0|0|0
robust|Doug Martin|9|NA|1|12|12|0|0|0
robust|Martin Maechler|10|NA|1|12|12|0|0|0
robust|Kjell Konis|11|NA|1|12|12|0|0|0
robust|Valentin Todorov|NA|1|1|12|12|0|0|0
rSPDE|David Bolin|1|1|3|1|3|0|0|0
baRcodeR|Yihan Wu|1|1|3|5|7|0|0|0
baRcodeR|Robert Colautti|2|NA|1|5|7|0|0|0
baRcodeR|Emily Bao|3|NA|1|5|7|0|0|0
baRcodeR|Lluís Revilla Sancho|4|NA|1|5|7|0|0|0
baRcodeR|Rayna Harris|5|NA|1|5|7|0|0|0
basictabler|Christopher Bailiss|1|1|3|1|3|0|0|0
benchr|Artem Klevtsov|1|1|3|3|5|0|0|0
benchr|Anton Antonov|2|NA|1|3|5|0|0|0
benchr|Philipp Upravitelev|3|NA|1|3|5|0|0|0
fBasics|Diethelm Wuertz|1|NA|1|4|5|0|0|0
fBasics|Tobias Setz|2|1|2|4|5|0|0|0
fBasics|Yohan Chalabi|3|NA|1|4|5|0|0|0
fBasics|Martin Maechler|4|NA|1|4|5|0|0|0
fCopulae|Diethelm Wuertz|1|NA|1|3|4|0|0|0
fCopulae|Tobias Setz|2|1|2|3|4|0|0|0
fCopulae|Yohan Chalabi|3|NA|1|3|4|0|0|0
fGarch|Diethelm Wuertz|1|NA|1|6|7|0|0|0
fGarch|Tobias Setz|2|1|2|6|7|0|0|0
fGarch|Yohan Chalabi|3|NA|1|6|7|0|0|0
fGarch|Chris Boudt|4|NA|1|6|7|0|0|0
fGarch|Pierre Chausse|5|NA|1|6|7|0|0|0
fGarch|Michal Miklovac|6|NA|1|6|7|0|0|0
fMultivar|Diethelm Wuertz|1|NA|1|3|4|0|0|0
fMultivar|Tobias Setz|2|1|2|3|4|0|0|0
fMultivar|Yohan Chalabi|3|NA|1|3|4|0|0|0
fPortfolio|Diethelm Wuertz|1|NA|1|4|5|0|0|0
fPortfolio|Tobias Setz|2|1|2|4|5|0|0|0
fPortfolio|Yohan Chalabi|3|NA|1|4|5|0|0|0
fPortfolio|William Chen|4|NA|1|4|5|0|0|0
GetLattesData|Marcelo Perlin|1|1|3|1|3|0|0|0
hydroscoper|Konstantinos Vantas|1|1|3|3|6|0|0|0
hydroscoper|Sharla Gelfand|2|NA|2|3|6|0|0|0
hydroscoper|Tim Trice|3|NA|1|3|6|0|0|0
lsm|Humberto Llinas|1|NA|1|3|5|0|0|0
lsm|Omar Fabregas|2|NA|1|3|5|0|0|0
lsm|Jorge Villalba|3|1|3|3|5|0|0|0
pscl|Simon Jackman|1|1|2|6|7|0|0|0
pscl|Alex Tahk|2|NA|1|6|7|0|0|0
pscl|Achim Zeileis|3|NA|1|6|7|0|0|0
pscl|Christina Maimone|4|NA|1|6|7|0|0|0
pscl|Jim Fearon|5|NA|1|6|7|0|0|0
pscl|Zoe Meers|6|NA|1|6|7|0|0|0
tor|Mauro Lepore|1|1|3|1|3|0|0|0
BAREB|Yuliang Li|1|1|3|4|6|0|0|0
BAREB|Yanxun Xu|2|NA|1|4|6|0|0|0
BAREB|Dipankar Bandyopadhyay|3|NA|1|4|6|0|0|0
BAREB|John Burkardt|4|NA|1|4|6|0|0|0
BinMat|Clarke van Steenderen|1|1|3|1|3|0|0|0
ecotox|Benjamin L Hlina|1|1|3|1|3|0|0|0
emoa|Olaf Mersmann|1|1|2|1|2|0|0|0
episensr|Denis Haine|1|1|3|1|3|0|0|0
FactorAssumptions|Jose Storopoli|1|1|3|1|3|0|0|0
geoTS|Inder Tecuapetla-Gómez|1|1|3|1|3|0|0|0
hrbrthemes|Bob Rudis|1|1|3|11|13|0|0|0
hrbrthemes|Patrick Kennedy|2|NA|1|11|13|0|0|0
hrbrthemes|Philipp Reiner|3|NA|1|11|13|0|0|0
hrbrthemes|Dan Wilson|4|NA|1|11|13|0|0|0
hrbrthemes|Xavier Adam|5|NA|1|11|13|0|0|0
hrbrthemes|Google|6|NA|1|11|13|0|0|1
hrbrthemes|IBM|7|NA|1|11|13|0|0|1
hrbrthemes|Impallari Type|8|NA|1|11|13|0|0|1
hrbrthemes|Jacob Barnett|9|NA|1|11|13|0|0|0
hrbrthemes|Thomas J. Leeper|10|NA|1|11|13|0|0|0
hrbrthemes|Joris Meys|11|NA|1|11|13|0|0|0
intoo|Abby Spurdle|1|1|3|2|4|0|0|0
intoo|Emil Bode|2|NA|1|2|4|0|0|0
lgcp|Benjamin M. Taylor|1|1|2|5|6|0|0|0
lgcp|Tilman M. Davies|2|NA|1|5|6|0|0|0
lgcp|Barry S. Rowlingson|3|NA|1|5|6|0|0|0
lgcp|Peter J. Diggle. Additional code contributions from Edzer Pebesma|4|NA|1|5|6|0|0|0
lgcp|Dominic Schumacher|5|NA|1|5|6|0|0|0
lifecycle|Lionel Henry|1|1|3|2|4|0|0|0
lifecycle|RStudio|2|NA|1|2|4|0|0|1
nima|Nima Hejazi|1|1|4|1|4|0|0|1
orloca.es|Manuel Munoz-Marquez|1|1|2|1|2|0|0|0
PPCI|David Hofmeyr|1|1|3|2|4|0|0|0
PPCI|Nicos Pavlidis|2|NA|1|2|4|0|0|0
pre|Marjolein Fokkema|1|1|3|2|4|0|0|0
pre|Benjamin Christoffersen|2|NA|1|2|4|0|0|0
ProbBayes|Jim Albert|1|1|2|1|2|0|0|0
quantkriging|Kevin R. Quinlan|1|1|3|3|5|0|0|0
quantkriging|Jim R. Leek|2|NA|1|3|5|0|0|0
quantkriging|Lawrence Livermore National Security|3|NA|1|3|5|0|0|1
RClickhouse|Christian Hotz-Behofsits|1|1|3|14|16|0|0|0
RClickhouse|Daniel Winkler|2|NA|1|14|16|0|0|0
RClickhouse|Luca Rauchenberger|3|NA|1|14|16|0|0|0
RClickhouse|Peter Knaus|4|NA|1|14|16|0|0|0
RClickhouse|Clemens Danninger|5|NA|1|14|16|0|0|0
RClickhouse|Simon Stiebellehner|6|NA|1|14|16|0|0|0
RClickhouse|Dan Egnor|7|NA|1|14|16|0|0|0
RClickhouse|Vlad Losev|8|NA|1|14|16|0|0|0
RClickhouse|Keith Ray|9|NA|1|14|16|0|0|0
RClickhouse|Zhanyong Wan|10|NA|1|14|16|0|0|0
RClickhouse|Markus Heule|11|NA|1|14|16|0|0|0
RClickhouse|Oliver Flasch|12|NA|1|14|16|0|0|0
RClickhouse|Google|13|NA|1|14|16|0|0|1
RClickhouse|Yann Collet|14|NA|1|14|16|0|0|1
RobustAFT|Alfio Marazzi|1|NA|1|3|3|0|0|0
RobustAFT|Jean-Luc Muralti|2|NA|1|3|3|0|0|0
RobustAFT|A. Randriamiharisoa|NA|1|1|3|3|0|0|0
rtdists|Henrik Singmann|1|1|3|7|9|0|0|0
rtdists|Scott Brown|2|NA|1|7|9|0|0|0
rtdists|Matthew Gretton|3|NA|1|7|9|0|0|0
rtdists|Andrew Heathcote|4|NA|1|7|9|0|0|0
rtdists|Andreas Voss|5|NA|1|7|9|0|0|0
rtdists|Jochen Voss|6|NA|1|7|9|0|0|0
rtdists|Andrew Terry|7|NA|1|7|9|0|0|0
cruts|Benjamin M. Taylor Additional contributions Bikash Parida Jacob Davies|1|NA|1|2|2|0|0|0
cruts|Benjamin M. Taylor|NA|1|1|2|2|0|0|0
DataGraph|David Adalsteinsson|1|1|2|1|2|0|0|0
deepNN|Benjamin Taylor|1|1|3|1|3|0|0|0
dfvad|Shipei Zeng|1|1|2|1|2|0|0|0
eaf|Manuel López-Ibáñez|1|1|3|6|8|0|0|0
eaf|Marco Chiarandini|2|NA|1|6|8|0|0|0
eaf|Carlos Fonseca|3|NA|1|6|8|0|0|0
eaf|Luis Paquete|4|NA|1|6|8|0|0|0
eaf|Thomas Stützle|5|NA|1|6|8|0|0|0
eaf|Mickaël Binois|6|NA|1|6|8|0|0|0
EcoDiet|Heloise Thero|1|NA|1|7|9|0|0|0
EcoDiet|Pierre-Yves Hernvann|2|1|3|7|9|0|0|0
EcoDiet|Didier Gascuel|3|NA|1|7|9|0|0|0
EcoDiet|Dorothee Kopp|4|NA|1|7|9|0|0|0
EcoDiet|Marianne Robert|5|NA|1|7|9|0|0|0
EcoDiet|Jerome Guitton|6|NA|1|7|9|0|0|0
EcoDiet|Etienne Rivot|7|NA|1|7|9|0|0|0
enRich|Yanchun Bao|1|1|2|2|3|0|0|0
enRich|Veronica Vinciotti|2|NA|1|2|3|0|0|0
GADMTools|Jean Pierre Decorps|1|1|3|1|3|0|0|0
GenomicTools.fileHandler|Daniel Fischer|1|1|2|1|2|0|0|0
golem|Vincent Guyader|1|1|3|6|8|0|0|0
golem|Colin Fay|2|NA|1|6|8|0|0|0
golem|Sébastien Rochette|3|NA|1|6|8|0|0|0
golem|Cervan Girard|4|NA|1|6|8|0|0|0
golem|Novica Nakov|5|NA|1|6|8|0|0|0
golem|ThinkR|6|NA|1|6|8|0|0|1
harrypotter|Alejandro Jimenez Rico|1|1|3|2|4|0|0|0
harrypotter|Alfredo Hernandez|2|NA|1|2|4|0|0|0
IncomPair|Desale Habtzghi|1|1|3|3|5|0|0|0
IncomPair|Yilin Zhang|2|NA|1|3|5|0|0|0
IncomPair|Richard Einsporn|3|NA|1|3|5|0|0|0
mcunit|Axel Gandy|1|1|3|2|4|0|0|0
mcunit|James Scott|2|NA|1|2|4|0|0|0
miscFuncs|Benjamin M. Taylor|1|1|2|1|2|0|0|0
modeltools|Torsten Hothorn|1|1|2|3|4|0|0|0
modeltools|Friedrich Leisch|2|NA|1|3|4|0|0|0
modeltools|Achim Zeileis|3|NA|1|3|4|0|0|0
MODISTools|Hufkens Koen|1|1|3|1|3|0|0|0
NetworkRiskMeasures|Carlos Cinelli|1|1|2|2|3|0|0|0
NetworkRiskMeasures|Thiago Cristiano Silva|2|NA|1|2|3|0|0|0
Orcs|Florian Detsch|1|1|3|4|6|0|0|0
Orcs|Tim Appelhans|2|NA|1|4|6|0|0|0
Orcs|Baptiste Auguie|3|NA|1|4|6|0|0|0
Orcs|OpenStreetMap contributors|4|NA|1|4|6|0|0|1
stableGR|Christina Knudson|1|1|3|2|4|0|0|0
stableGR|Dootika Vats|2|NA|1|2|4|0|0|0
TreeSimGM|Oskar Hagen|1|1|2|2|3|0|0|0
TreeSimGM|Tanja Stadler|2|NA|1|2|3|0|0|0
TrendInTrend|Xinyao Ji|1|NA|1|2|3|0|0|0
TrendInTrend|Ashkan Ertefaie|2|1|2|2|3|0|0|0
CFF|Farimah Houshmand Nanehkaran|1|1|3|3|5|0|0|0
CFF|Seyed Mohammad Reza Lajevardi|2|NA|1|3|5|0|0|0
CFF|Mahmoud Mahlouji Bidgholi|3|NA|1|3|5|0|0|0
clusterability|Zachariah Neville|1|1|3|4|6|0|0|0
clusterability|Naomi Brownstein|2|NA|1|4|6|0|0|0
clusterability|Maya Ackerman|3|NA|1|4|6|0|0|0
clusterability|Andreas Adolfsson|4|NA|1|4|6|0|0|0
DistributionFitR|Benedikt Geier|1|NA|1|15|18|0|0|0
DistributionFitR|Borui Niklas Zhu|2|1|3|15|18|0|0|0
DistributionFitR|Moritz Kern|3|NA|1|15|18|0|0|0
DistributionFitR|Manuel J. Hentschel|4|NA|1|15|18|0|0|0
DistributionFitR|Kiril Dik|5|NA|1|15|18|0|0|0
DistributionFitR|Moritz Lauff|6|NA|1|15|18|0|0|0
DistributionFitR|Tim Glockner|7|NA|1|15|18|0|0|0
DistributionFitR|Adrian Heppeler|8|NA|1|15|18|0|0|0
DistributionFitR|Nadine Tampe|9|NA|1|15|18|0|0|0
DistributionFitR|Leonardo Vela|10|NA|1|15|18|0|0|0
DistributionFitR|Till Freihaut|11|NA|1|15|18|0|0|0
DistributionFitR|Niclas Lietzow|12|NA|1|15|18|0|0|0
DistributionFitR|Helene Peter|13|NA|1|15|18|0|0|0
DistributionFitR|Martin Schlather|14|NA|2|15|18|0|0|0
DistributionFitR|Yiqi Li|15|NA|1|15|18|0|0|0
dualtrees|Sebastian Buschow|1|1|3|3|5|0|0|0
dualtrees|Nick Kingsbury|2|NA|1|3|5|0|0|0
dualtrees|Rich Wareham|3|NA|1|3|5|0|0|0
ggenealogy|Lindsay Rutter|1|1|2|3|4|0|0|0
ggenealogy|Susan Vanderplas|2|NA|1|3|4|0|0|0
ggenealogy|Di Cook|3|NA|1|3|4|0|0|0
ghql|Scott Chamberlain|1|1|3|1|3|0|0|0
grabsampling|Mayooran Thevaraja|1|1|3|3|5|0|0|0
grabsampling|Kondaswamy Govindaraju|2|NA|1|3|5|0|0|0
grabsampling|Mark Bebbington|3|NA|1|3|5|0|0|0
IPV|Nils Petras|1|1|3|4|6|0|0|0
IPV|Michael Dantlgraber|2|NA|1|4|6|0|0|0
IPV|Ulf-Dietrich Reips|3|NA|1|4|6|0|0|0
IPV|Matthias Bannert|4|NA|1|4|6|0|0|0
jmdem|Ka Yui Karl Wu|1|1|2|1|2|0|0|0
kidney.epi|Boris Bikbov|1|1|3|1|3|0|0|0
MBNMAtime|Hugo Pedder|1|1|3|5|11|0|0|0
MBNMAtime|Nicky Welton|2|NA|2|5|11|0|0|0
MBNMAtime|Sofia Dias|3|NA|2|5|11|0|0|0
MBNMAtime|Meg Bennetts|4|NA|2|5|11|0|0|0
MBNMAtime|Martin Boucher|5|NA|2|5|11|0|0|0
mgcViz|Matteo Fasiolo|1|1|3|5|7|0|0|0
mgcViz|Raphael Nedellec|2|NA|1|5|7|0|0|0
mgcViz|Yannig Goude|3|NA|1|5|7|0|0|0
mgcViz|Christian Capezza|4|NA|1|5|7|0|0|0
mgcViz|Simon N. Wood|5|NA|1|5|7|0|0|0
mmcm|Kengo Nagashima|1|1|3|2|4|0|0|0
mmcm|Yasunori Sato|2|NA|1|2|4|0|0|0
molaR|James D. Pampush|1|1|4|5|12|0|0|1
molaR|Julia M. Winchester|2|NA|2|5|12|0|0|1
molaR|Paul E. Morse|3|NA|2|5|12|0|0|1
molaR|Alexander Q. Vining|4|NA|2|5|12|0|0|1
molaR|Edward Fuselier|5|NA|2|5|12|0|0|1
multilevelTools|Joshua F. Wiley|1|1|3|1|3|0|0|0
multipanelfigure|Johannes Graumann|1|1|3|2|4|0|0|0
multipanelfigure|Richard Cotton|2|NA|1|2|4|0|0|0
pesel|Piotr Sobczyk|1|1|2|3|4|0|0|0
pesel|Julie Josse|2|NA|1|3|4|0|0|0
pesel|Malgorzata Bogdan|3|NA|1|3|4|0|0|0
rasterDT|Joshua O'Brien|1|1|2|1|2|0|0|0
rdatacite|Scott Chamberlain|1|1|3|1|3|0|0|0
rucrdtw|Philipp Boersch-Supan|1|1|3|6|8|0|0|0
rucrdtw|Thanawin Rakthanmanon|2|NA|1|6|8|0|0|0
rucrdtw|Bilson Campana|3|NA|1|6|8|0|0|0
rucrdtw|Abdullah Mueen|4|NA|1|6|8|0|0|0
rucrdtw|Gustavo Batista|5|NA|1|6|8|0|0|0
rucrdtw|Eamonn Keogh|6|NA|1|6|8|0|0|0
skpr|Tyler Morgan-Wall|1|1|3|2|4|0|0|0
skpr|George Khoury|2|NA|1|2|4|0|0|0
spacyr|Kenneth Benoit|1|1|4|3|6|0|0|1
spacyr|Akitaka Matsuo|2|NA|1|3|6|0|0|0
spacyr|European Research Council|3|NA|1|3|6|0|0|0
stockR|Scott D. Foster|1|1|3|1|3|0|0|0
SuperPCA|Gen Li|1|NA|1|3|4|0|0|0
SuperPCA|Haocheng Ding|2|NA|1|3|4|0|0|0
SuperPCA|Jiayi Ji|3|1|2|3|4|0|0|0
zCompositions|Javier Palarea-Albaladejo|1|1|2|2|3|0|0|0
zCompositions|Josep Antoni Martin-Fernandez|2|NA|1|2|3|0|0|0
bgmm|Przemyslaw Biecek \&amp; Ewa Szczurek|1|NA|1|2|2|0|0|0
bgmm|Przemyslaw Biecek|NA|1|1|2|2|0|0|0
biclique|Yuping Lu|1|1|4|4|7|0|0|1
biclique|Charles Phillips|2|NA|1|4|7|0|0|0
biclique|Michael Langston|3|NA|1|4|7|0|0|0
biclique|Department of Computer Science, University of Tennessee, Knoxville|4|NA|1|4|7|0|0|1
comperank|Evgeni Chasnovski|1|1|3|1|3|0|0|0
dtwSat|Victor Maus|1|1|3|4|6|0|0|0
dtwSat|Marius Appel|2|NA|1|4|6|0|0|0
dtwSat|Nikolas Kuschnig|3|NA|1|4|6|0|0|0
dtwSat|Toni Giorgino|4|NA|1|4|6|0|0|0
EditImputeCont|Quanli Wang|1|NA|1|5|6|0|0|0
EditImputeCont|Hang J. Kim|2|1|2|5|6|0|0|0
EditImputeCont|Jerome P. Reiter|3|NA|1|5|6|0|0|0
EditImputeCont|Lawrence H. Cox|4|NA|1|5|6|0|0|0
EditImputeCont|Alan F. Karr|5|NA|1|5|6|0|0|0
eRm|Patrick Mair|1|1|3|5|7|0|0|0
eRm|Reinhold Hatzinger|2|NA|1|5|7|0|0|0
eRm|Marco J. Maier|3|NA|1|5|7|0|0|0
eRm|Thomas Rusch|4|NA|1|5|7|0|0|0
eRm|Rudolf Debelak|5|NA|1|5|7|0|0|0
gnn|Marius Hofert|1|1|3|2|4|0|0|0
gnn|Avinash Prasad|2|NA|1|2|4|0|0|0
hier.part|Chris Walsh|1|1|3|2|4|0|0|0
hier.part|Ralph Mac Nally|2|NA|1|2|4|0|0|0
lbfgsb3c|Matthew L Fidler|1|1|3|6|8|0|0|0
lbfgsb3c|John C Nash|2|NA|1|6|8|0|0|0
lbfgsb3c|Ciyou Zhu|3|NA|1|6|8|0|0|0
lbfgsb3c|Richard Byrd|4|NA|1|6|8|0|0|0
lbfgsb3c|Jorge Nocedal|5|NA|1|6|8|0|0|0
lbfgsb3c|Jose Luis Morales|6|NA|1|6|8|0|0|0
mcemGLM|Felipe Acosta Archila|1|1|2|1|2|0|0|0
MM4LMM|Fabien Laporte|1|1|2|2|3|0|0|0
MM4LMM|Tristan Mary-Huard|2|NA|1|2|3|0|0|0
mmand|Jon Clayden|1|1|2|1|2|0|0|0
networkABC|Frederic Bertrand|1|1|3|6|8|0|0|0
networkABC|Myriam Maumy-Bertrand|2|NA|1|6|8|0|0|0
networkABC|Khadija Musayeva|3|NA|1|6|8|0|0|0
networkABC|Nicolas Jung|4|NA|1|6|8|0|0|0
networkABC|Université de Strasbourg|5|NA|1|6|8|0|0|1
networkABC|CNRS|6|NA|1|6|8|0|0|1
NobBS|Sarah McGough|1|1|3|4|6|0|0|0
NobBS|Nicolas Menzies|2|NA|1|4|6|0|0|0
NobBS|Marc Lipsitch|3|NA|1|4|6|0|0|0
NobBS|Michael Johansson|4|NA|1|4|6|0|0|0
plyr|Hadley Wickham|1|1|3|1|3|0|0|0
ragtop|Brian K. Boonstra|1|1|2|1|2|0|0|0
RBtest|Serguei Rouzinov|1|1|2|2|3|0|0|0
RBtest|André Berchtold|2|NA|1|2|3|0|0|0
rel|Riccardo LoMartire|1|1|2|1|2|0|0|0
RobStatTM|Matias Salibian-Barrera|1|1|3|10|13|0|0|0
RobStatTM|Victor Yohai|2|NA|1|10|13|0|0|0
RobStatTM|Ricardo Maronna|3|NA|1|10|13|0|0|0
RobStatTM|Doug Martin|4|NA|1|10|13|0|0|0
RobStatTM|Gregory Brownson|5|NA|1|10|13|0|0|0
RobStatTM|Kjell Konis|6|NA|2|10|13|0|0|1
RobStatTM|Christophe Croux|8|NA|1|10|13|0|0|0
RobStatTM|Gentiane Haesbroeck|9|NA|1|10|13|0|0|0
RobStatTM|Martin Maechler|10|NA|1|10|13|0|0|1
RobStatTM|Manuel Koller|11|NA|1|10|13|0|0|1
SDMPlay|Guillaumot Charlene|1|1|3|4|6|0|0|0
SDMPlay|Martin Alexis|2|NA|1|4|6|0|0|0
SDMPlay|Eleaume Marc|3|NA|1|4|6|0|0|0
SDMPlay|Saucede Thomas|4|NA|1|4|6|0|0|0
BPEC|Ioanna Manolopoulou|1|1|2|2|3|0|0|0
BPEC|Axel Hille|2|NA|1|2|3|0|0|0
categoryEncodings|Juraj Szitas|1|1|3|1|3|0|0|0
cati|Adrien Taudiere|1|1|3|3|5|0|0|0
cati|Cyrille Violle|2|NA|1|3|5|0|0|0
cati|with contribution by Francois Munoz|3|NA|1|3|5|0|0|0
cofad|Markus Burkhardt|1|1|3|2|4|0|0|0
cofad|Johannes Titz|2|NA|1|2|4|0|0|0
ddsPLS|Hadrien Lorenzo|1|1|3|4|6|0|0|0
ddsPLS|Misbah Razzaq|2|NA|1|4|6|0|0|0
ddsPLS|Jerome Saracco|3|NA|1|4|6|0|0|0
ddsPLS|Rodolphe Thiebaut|4|NA|1|4|6|0|0|0
geospark|Harry Zhu|1|1|3|2|4|0|0|0
geospark|Javier Luraschi|2|NA|1|2|4|0|0|0
geotoolsR|Diogo Francisco Rossoni|1|1|2|2|3|0|0|0
geotoolsR|Vinicius Basseto Felix|2|NA|1|2|3|0|0|0
Gmedian|Herve Cardot|1|1|2|1|2|0|0|0
KONPsurv|Matan Schlesinger|1|1|3|2|4|0|0|0
KONPsurv|Malka Gorfine|2|NA|1|2|4|0|0|0
MDSS|Takumi Tsutaya|1|1|3|1|3|0|0|0
NetLogoR|Sarah Bauduin|1|NA|1|4|6|0|0|0
NetLogoR|Eliot J B McIntire|2|1|3|4|6|0|0|0
NetLogoR|Alex M Chubaty|3|NA|1|4|6|0|0|0
NetLogoR|Her Majesty the Queen in Right of Canada, as represented by the Minister of Natural Resources Canada|4|NA|1|4|6|0|0|1
nichevol|Marlon E. Cobos|1|1|3|3|5|0|0|0
nichevol|Hannah L. Owens|2|NA|1|3|5|0|0|0
nichevol|A. Townsend Peterson|3|NA|1|3|5|0|0|0
nJira|Nikhil Choudhry|1|1|3|1|3|0|0|0
openEBGM|John Ihrie|1|1|3|6|8|0|0|0
openEBGM|Travis Canida|2|NA|1|6|8|0|0|0
openEBGM|Ismaïl Ahmed|3|NA|1|6|8|0|0|0
openEBGM|Antoine Poncet|4|NA|1|6|8|0|0|0
openEBGM|Sergio Venturini|5|NA|1|6|8|0|0|0
openEBGM|Jessica Myers|6|NA|1|6|8|0|0|0
overlapping|Massimiliano Pastore|1|1|2|1|2|0|0|0
qcapower|Ingo Rohlfing|1|1|3|3|5|0|0|0
qcapower|Holger Doering|2|NA|1|3|5|0|0|0
qcapower|Ayjeren Rozyjumayeva|3|NA|1|3|5|0|0|0
ReinforcementLearning|Nicolas Proellochs|1|1|3|2|4|0|0|0
ReinforcementLearning|Stefan Feuerriegel|2|NA|1|2|4|0|0|0
rutifier|Mauricio Santelices|1|1|2|1|2|0|0|0
SamplingStrata|Giulio Barcaroli|1|1|2|6|7|0|0|0
SamplingStrata|Marco Ballin|2|NA|1|6|7|0|0|0
SamplingStrata|Hanjo Odendaal|3|NA|1|6|7|0|0|0
SamplingStrata|Daniela Pagliuca|4|NA|1|6|7|0|0|0
SamplingStrata|Egon Willighagen|5|NA|1|6|7|0|0|0
SamplingStrata|Diego Zardetto|6|NA|1|6|7|0|0|0
sclr|Arseniy Khvorov|1|1|3|1|3|0|0|0
SeqDetect|Dalibor Krleža|1|1|2|1|2|0|0|0
seqminer|Xiaowei Zhan|1|1|3|6|8|0|0|0
seqminer|Dajiang Liu|2|NA|1|6|8|0|0|0
seqminer|Attractive Chaos|3|NA|1|6|8|0|0|1
seqminer|Broad Institute / Massachusetts Institute of Technology|4|NA|1|6|8|0|0|1
seqminer|Genome Research Ltd|5|NA|1|6|8|0|0|1
seqminer|Facebook, Inc|6|NA|1|6|8|0|0|1
spacesXYZ|Glenn Davis|1|1|3|1|3|0|0|0
swmmr|Dominik Leutnant|1|1|3|4|6|0|0|0
swmmr|Anneke Doering|2|NA|1|4|6|0|0|0
swmmr|Malte Henrichs|3|NA|1|4|6|0|0|0
swmmr|Hauke Sonnenberg|4|NA|1|4|6|0|0|0
TDMR|Wolfgang Konen|1|1|2|2|3|0|0|0
TDMR|Patrick Koch|2|NA|1|2|3|0|0|0
usl|Neil J. Gunther|1|NA|1|2|4|0|0|0
usl|Stefan Moeding|2|1|3|2|4|0|0|0
vhica|Arnaud Le Rouzic|1|1|2|1|2|0|0|0
virtualNicheR|Thomas R. Etherington|1|1|3|3|5|0|0|0
virtualNicheR|O. Pascal Omondiagbe|2|NA|1|3|5|0|0|0
virtualNicheR|Landcare Research New Zealand Ltd|3|NA|1|3|5|0|0|1
alphavantager|Matt Dancho|1|1|3|2|4|0|0|0
alphavantager|Davis Vaughan|2|NA|1|2|4|0|0|0
CGManalyzer|Xiaohua Douglas Zhang|1|NA|2|5|8|0|0|1
CGManalyzer|Dandan Wang|2|NA|1|5|8|0|0|0
CGManalyzer|Zhaozhi Zhang|3|NA|1|5|8|0|0|0
CGManalyzer|Madalena Costa|4|NA|1|5|8|0|0|0
CGManalyzer|Xinzheng Dong|5|1|3|5|8|0|0|0
gamesGA|A. Bradley Duthie|1|1|3|1|3|0|0|0
GPL2025|Xiang Li|1|1|2|1|2|0|0|0
HLSM|Samrachana Adhikari|1|NA|1|4|5|0|0|0
HLSM|Brian Junker|2|NA|1|4|5|0|0|0
HLSM|Tracy Sweet|3|1|2|4|5|0|0|0
HLSM|Andrew C. Thomas|4|NA|1|4|5|0|0|0
miniMeta|Theodore Lytras|1|1|3|1|3|0|0|0
phylobase|R Hackathon et al|1|NA|1|2|2|0|0|0
phylobase|Francois Michonneau|NA|1|1|2|2|0|0|0
PlayerRatings|Alec Stephenson|1|1|2|2|3|0|0|0
PlayerRatings|Jeff Sonas|2|NA|1|2|3|0|0|0
rvcheck|Guangchuang Yu|1|1|3|2|4|0|0|0
rvcheck|Chun-hui Gao|2|NA|1|2|4|0|0|0
sae|Isabel Molina|1|NA|1|2|3|0|0|0
sae|Yolanda Marhuenda|2|1|2|2|3|0|0|0
TexMix|Michael Tiefelsdorf|1|1|3|3|5|0|0|0
TexMix|Yongwan Chun|2|NA|1|3|5|0|0|0
TexMix|Laila Al Aswad|3|NA|1|3|5|0|0|0
usedist|Kyle Bittinger|1|1|3|1|3|0|0|0
xrnet|Garrett Weaver|1|1|3|2|5|0|0|0
xrnet|Juan Pablo Lewinger|2|NA|2|2|5|0|0|0
yatah|Antoine Bichat|1|1|3|1|3|0|0|0
airqualityES|Jose V. Die|1|1|3|2|4|0|0|0
airqualityES|Jose R. Caro|2|NA|1|2|4|0|0|0
clustrd|Angelos Markos|1|1|3|3|5|0|0|0
clustrd|Alfonso Iodice D'Enza|2|NA|1|3|5|0|0|0
clustrd|Michel van de Velden|3|NA|1|3|5|0|0|0
